nameOfCamp,ID, amountReached , goalOfCamp ,goalPercentage,funded,exceeded,category,dateCreated,monthCreated,dateCreatedFormatted,dateScraped,daysSinceStarted,peopleDonated,WRONGnumberOfDays,locationCity,locationState,socialMediaShares,numberOfFBComments,numberOfUpdates,WRONGNumberOfFbComments,WRONGNumberOfUpdates
Archie needs a new hoof,152,"3,307",1500,2.205,1,1,Animals," May 10, 2012",5,5/10/12,9/25/16,1599,48,53,DERRY,NH,143000,4,2,4,2
T Dog needs your help!!! ,153,"1,350",1600,0.844,0,0,Animals," September 12, 2016",9,9/12/16,9/25/16,13,22,12,OXNARD,CA,142000,0,10,,10
Help with Service Dog Training,154,180,1000,0.18,0,0,Animals," February 2, 2016",2,2/2/16,9/25/16,236,7,7,DERRY,NH,185000,0,1,,1
Ernie's Heart Pet Food Pantry-HGO,155,"15,250",21000,0.726,0,0,Animals," July 31, 2015",7,7/31/15,9/25/16,422,176,14,ANDERSON,IN,181000,0,6,,6
HELP US KEEP OUR DOG!!!!!!!,156,285,650,0.438,0,0,Animals," September 16, 2016",9,9/16/16,9/25/16,9,9,9,COLUMBIA,MO,53000,0,1,,1
Oliver's Surgery,157,655,1000,0.655,0,0,Animals," September 20, 2016",9,9/20/16,9/25/16,5,7,5,LEXINGTON,SC,24000,0,0,,
Help My Support Animal Get a Vest!,158,50,45,1.111,1,1,Animals," August 20, 2016",8,8/20/16,9/25/16,36,6,1,AMHERST,MA,56000,0,2,,2
Help Cash Money Walk Again,159,"1,720",3000,0.573,0,0,Animals," September 6, 2016",9,9/6/16,9/25/16,19,49,19,MINNEAPOLIS,MN,94000,0,4,,4
Brooksville Police K-9 Program,160,"1,170",22000,0.053,0,0,Animals," May 27, 2016",5,5/27/16,9/25/16,121,14,4,BROOKSVILLE,FL,156000,0,1,,1
Guinness- from strength to peace,161,"1,780",2000,0.89,0,0,Animals," February 23, 2016",2,2/23/16,9/25/16,215,62,7,SEATTLE,WA,155000,0,7,,7
Bear's Only Chance,162,"1,665",4500,0.37,0,0,Animals," September 1, 2016",9,9/1/16,9/25/16,24,38,23,WEST OLIVE,MI,111000,0,1,,1
Save Rambo's Leg,163,330,5000,0.066,0,0,Animals," September 15, 2016",9,9/15/16,9/25/16,10,9,9,GRAND PRAIRIE,TX,70000,0,4,,4
Saving Gabriel,164,"1,252",8788,0.142,0,0,Animals," July 3, 2016",7,7/3/16,9/25/16,84,25,2,CASSELBERRY,FL,152000,0,0,,
Feral Cat Colony Fund,165,900,2000,0.45,0,0,Animals," August 19, 2016",8,8/19/16,9/25/16,37,12,1,BROOKLYN,NY,73000,0,0,,
Help Save Kitty's Eyes,166,"3,570",3500,1.02,1,0,Animals," January 17, 2016",1,1/17/16,9/25/16,252,107,8,TRAVERSE CITY,MI,150000,7,9,7,9
Liam needs surgery  ,167,"1,005",1500,0.67,0,0,Animals," May 26, 2016",5,5/26/16,9/25/16,122,17,4,INGLESIDE,IL,149000,0,17,,17
Isabella's Rhino 'Raiser,168,"1,070",1000,1.07,1,0,Animals," April 13, 2016",4,4/13/16,9/25/16,165,35,5,CINCINNATI,OH,147000,0,0,,
Trident the Cat Recovery Fund,169,"5,010",3500,1.431,1,1,Animals," February 15, 2016",2,2/15/16,9/25/16,223,118,7,HENDERSON,NV,147000,2,4,2,4
Help us save Tulip's leg,170,200,1000,0.2,0,0,Animals," August 25, 2016",8,8/25/16,9/25/16,31,8,1,MUSKEGON,MI,69000,0,3,,3
LEO-Flint Water  Fundraiser,171,"2,126",3000,0.709,0,0,Flint Crisis," October 12, 2015",10,10/12/15,9/25/16,349,63,11,FLINT,MI,135000,0,0,,
Munchkin needs surgery,172,110,1000,0.11,0,0,Animals," September 22, 2016",9,9/22/16,9/25/16,3,3,2,MILWAUKEE,WI,23000,0,0,,
Medical bills for Lufian,173,190,1000,0.19,0,0,Animals," September 6, 2016",9,9/6/16,9/25/16,19,5,18,PUYALLUP,WA,97000,0,5,,5
Sam wants to live-help us save him!,174,705,1125,0.627,0,0,Animals," August 16, 2016",8,8/16/16,9/25/16,40,11,1,MEBANE,NC,72000,3,11,3,11
Please Help Heidi Walk,175,445,10000,0.045,0,0,Animals," September 18, 2016",9,9/18/16,9/25/16,7,10,6,WALNUT CREEK,CA,47000,0,1,,1
"Infected dog bite, Cat needs help!",176,270,3598,0.075,0,0,Animals," September 23, 2016",9,9/23/16,9/25/16,2,3,1,RENO,NV,16000,0,2,,2
Miswaki Brew needs our help! ,177,"1,175",5000,0.235,0,0,Animals," June 13, 2016",6,6/13/16,9/25/16,104,14,3,JUPITER,FL,124000,0,2,,2
Save  deceased daughter's dog Ivan,178,125,125,1,1,0,Animals," January 20, 2016",1,1/20/16,9/25/16,249,2,8,LONGBOAT KEY,FL,121000,1,5,1,5
Louisiana Flood Relief - Dog Food,179,185,2000,0.093,0,0,Animals," July 17, 2016",7,7/17/16,9/25/16,70,6,2,AMELIA,OH,119000,0,1,,1
Please help Gizzy,180,100,500,0.2,0,0,Animals," September 24, 2016",9,9/24/16,9/25/16,1,3,1,DALLAS,GA,14000,1,0,1,
Help bring good water to Flint MI,181,635,5000,0.127,0,0,Flint Crisis," January 9, 2016",1,1/9/16,9/25/16,260,14,8,FRIENDSVILLE,MD,119000,0,4,,4
RescuePossumVet,182,900,2000,0.45,0,0,Animals," September 16, 2016",9,9/16/16,9/25/16,9,11,9,ATHENS,GA,91000,0,3,,3
Odo's Knee Surgery Fund,183,135,1550,0.087,0,0,Animals," September 21, 2016",9,9/21/16,9/25/16,4,3,4,DALLAS,TX,10000,0,0,,
Help Chase No Face ,184,"1,200",1000,1.2,1,1,Animals," April 9, 2016",4,4/9/16,9/25/16,169,56,5,ALEXANDRIA,VA,96000,0,5,,5
Help4Hercules Orthopedic Surgery,185,"1,110",4250,0.261,0,0,Animals," September 11, 2016",9,9/11/16,9/25/16,14,21,14,WASHINGTON,DC,96000,0,1,,1
Help Me Give Bruce a Home,186,500,500,1,1,0,Animals," August 8, 2016",8,8/8/16,9/25/16,48,4,1,YORK,PA,43000,0,4,,4
Miracle Acres Shelter Build,187,140,8500,0.016,0,0,Animals," January 15, 2016",1,1/15/16,9/25/16,254,3,8,ANDERSON,SC,95000,0,4,,4
Help Buddy in his golden years.,188,920,1500,0.613,0,0,Animals," February 22, 2016",2,2/22/16,9/25/16,216,14,7,CORONA,CA,95000,0,3,,3
Luna's Life Line,189,"1,000",4000,0.25,0,0,Animals," June 3, 2016",6,6/3/16,9/25/16,114,17,3,SOUTH GLASTONBURY,CT,93000,1,11,1,11
Help save Shea the horse,190,"1,185",1500,0.79,0,0,Animals," June 21, 2016",6,6/21/16,9/25/16,96,27,3,PALM DESERT,CA,91000,0,11,,11
Tirzah's Cancer Fund,191,"1,785",3300,0.541,0,0,Animals," July 25, 2016",7,7/25/16,9/25/16,62,51,2,FISHERS,IN,56000,0,0,,
Give Rescue Horses A Chance At Life,192,141,4000,0.035,0,0,Animals," January 18, 2016",1,1/18/16,9/25/16,251,5,8,MINNEAPOLIS,MN,91000,0,4,,4
Gigi's Heartworm treatment,193,800,800,1,1,0,Animals," June 30, 2016",6,6/30/16,9/25/16,87,24,2,DENVER,CO,89000,2,8,2,8
Jessica's Guard Dog Fund!,194,170,300,0.567,0,0,Animals," March 17, 2016",3,3/17/16,9/25/16,192,3,6,,,90000,0,12,,12
Help Earl Grey,195,105,400,0.263,0,0,Animals," September 18, 2016",9,9/18/16,9/25/16,7,3,6,BERKELEY,IL,58000,1,1,1,1
In honor of Love Lutz,196,200,500,0.4,0,0,Animals," June 15, 2016",6,6/15/16,9/25/16,102,5,3,VIENNA,VA,66000,0,6,,6
Save the Pooches!!,197,275,3000,0.092,0,0,Animals," August 31, 2016",8,8/31/16,9/25/16,25,5,24,SAVANNAH,GA,51000,0,1,,1
The Bell Rats,198,650,1000,0.65,0,0,Animals," April 26, 2016",4,4/26/16,9/25/16,152,16,5,DALLAS,TX,83000,0,2,,2
Col. Potter Cairn Terrier Lucy Liu,199,540,1000,0.54,0,0,Animals," July 30, 2016",7,7/30/16,9/25/16,57,11,1,HOUSTON,TX,46000,0,0,,
Help with Gunnar's medical expenses,200,450,6000,0.075,0,0,Animals," April 16, 2016",4,4/16/16,9/25/16,162,10,5,KENOSHA,WI,80000,1,10,1,10
Ecuador's Victims - Build Housing,201,910,3000,0.303,0,0,Ecuador," April 20, 2016",4,4/20/16,9/25/16,158,10,5,FAIR LAWN,NJ,80000,0,11,,11
Help Save Parvo Puppy Molly,202,"1,123",2500,0.449,0,0,Animals," June 17, 2016",6,6/17/16,9/25/16,100,31,3,MOORESVILLE,NC,75000,0,0,,
Rocky's Life Saving Treatment,203,445,900,0.494,0,0,Animals," September 13, 2016",9,9/13/16,9/25/16,12,11,11,BELLINGHAM,WA,41000,0,1,,1
Help Fix My Dogs'  Painful Teeth,204,610,1000,0.61,0,0,Animals," January 7, 2016",1,1/7/16,9/25/16,262,11,8,BELEN,NM,73000,0,8,,8
Help Us Open First Store!,205,"3,260",20000,0.163,0,0,Business," September 15, 2016",9,9/15/16,9/25/16,10,31,10,WASHINGTON,DC,151000,0,0,,
Help Us From Losing Our Family Farm,206,"7,026",250000,0.028,0,0,Business," September 6, 2016",9,9/6/16,9/25/16,19,93,19,MOUNT ULLA,NC,1600,6,1,6,1
Send Us to SU Global Summit,207,285,1000,0.285,0,0,Business," August 3, 2016",8,8/3/16,9/25/16,53,9,1,SAN JOSE,CA,2800,0,1,,1
Help Us Produce More Episodes!,208,"1,840",10000,0.184,0,0,Business," June 3, 2015",6,6/3/15,9/25/16,480,70,16,BROOKLYN,NY,349000,0,2,,2
First Barber Expo Show For U.S.,209,"1,000",1200,0.833,0,0,Business," August 22, 2016",8,8/22/16,9/25/16,34,19,1,DALY CITY,CA,145000,0,3,,3
Help us grow our business!,210,"2,370",6000,0.395,0,0,Business," March 16, 2015",3,3/16/15,9/25/16,559,101,18,BEULAH,MI,1200,1,1,1,1
Help us prevent hot car deaths,211,"1,200",5000,0.24,0,0,Business," July 28, 2016",7,7/28/16,9/25/16,59,4,1,MANOR,TX,238000,0,4,,4
Micro-Farm With Us! ,212,"1,175",250000,0.005,0,0,Business," January 28, 2014",1,1/28/14,9/25/16,971,29,32,GRAHAM,WA,38000,0,3,,3
2B...Help us rip the runway in NY!,213,"1,385",5000,0.277,0,0,Business," March 6, 2016",3,3/6/16,9/25/16,203,22,6,CHICAGO,IL,793000,0,21,,21
Help Us Open The Bearded Chef,214,"1,040",4000,0.26,0,0,Business," September 14, 2016",9,9/14/16,9/25/16,11,10,11,BURTON,OH,158000,1,7,1,7
Help Us Protect Our Rights,215,775,12000,0.065,0,0,Business," August 11, 2015",8,8/11/15,9/25/16,411,10,13,DENVER,CO,36000,0,0,,
Help Us Build the Dulaney Inn,216,700,15000,0.047,0,0,Business," April 8, 2014",4,4/8/14,9/25/16,901,5,30,MCKINNEY,TX,202000,0,3,,3
Help us buy our dream dog business!,217,660,2500,0.264,0,0,Business," May 22, 2015",5,5/22/15,9/25/16,492,11,16,WINNETKA,CA,46000,0,3,,3
The Yoga Mat Expansion-FUND US,218,490,20000,0.025,0,0,Business," August 18, 2014",8,8/18/14,9/25/16,769,8,25,ORANGE,CA,86000,0,3,,3
Help us build the mini pipe!,219,10,1500,0.007,0,0,Business," July 16, 2016",7,7/16/16,9/25/16,71,1,2,CUYAHOGA FALLS,OH,97000,0,0,,
Help send us to Washington DC ,220,200,1500,0.133,0,0,Business," August 25, 2014",8,8/25/14,9/25/16,762,7,25,JACKSONVILLE,FL,75000,0,12,,12
Help Us To Finish Our Dream Bakery,221,100,5000,0.02,0,0,Business," June 7, 2016",6,6/7/16,9/25/16,110,2,3,LYNNWOOD,WA,64000,0,1,,1
Help us open our dream bakery,222,15,25000,0.001,0,0,Business," March 7, 2016",3,3/7/16,9/25/16,202,2,6,Edwardsville,PA,107000,0,1,,1
Help us Expand our Business,223,690,15000,0.046,0,0,Business," March 29, 2015",3,3/29/15,9/25/16,546,8,18,TYLER,TX,63000,0,1,,1
Help Us Launch Our Food Truck,224,650,2000,0.325,0,0,Business," October 30, 2014",10,10/30/14,9/25/16,696,7,23,BROOKFIELD,WI,84000,0,3,,3
Goodfellow's Tonsorial Parlor,225,"5,250",5000,1.05,1,0,Business," August 8, 2015",8,8/8/15,9/25/16,414,55,13,COLUMBUS,OH,501000,0,12,,12
YC Catering Food Truck Dream!,226,"1,065",15000,0.071,0,0,Business," May 16, 2016",5,5/16/16,9/25/16,132,13,4,SACRAMENTO,CA,431000,0,5,,5
WV VAPE Tax Lawsuit ,227,90,10000,0.009,0,0,Business," September 23, 2016",9,9/23/16,9/25/16,2,3,2,CHARLESTON,WV,188000,0,1,,1
Love Me Well ,228,480,1000,0.48,0,0,Business," September 10, 2016",9,9/10/16,9/25/16,15,14,15,ALEXANDRIA,VA,90000,0,1,,1
The Benjamin Beer Co. Racine Launch,229,"2,975",5000,0.595,0,0,Business," July 9, 2015",7,7/9/15,9/25/16,444,48,14,RACINE,WI,276000,1,7,1,7
Wissahickon Brewing Company,230,"3,550",25000,0.142,0,0,Business," May 23, 2016",5,5/23/16,9/25/16,125,25,4,PHILADELPHIA,PA,167000,0,0,,
Purple Heart Recipients Dream,231,"87,246",300000,0.291,0,0,Business," January 31, 2016",1,1/31/16,9/25/16,238,1886,7,UNIVERSAL CITY,TX,22000,41,10,41,10
Help Save Metal Haven Grill,232,"3,201",25000,0.128,0,0,Business," September 23, 2016",9,9/23/16,9/25/16,2,86,2,CHICAGO,IL,1200,3,0,3,
Full Moon Freestanding Birth Center,233,"9,515",75000,0.127,0,0,Business," June 16, 2016",6,6/16/16,9/25/16,101,75,3,SANTA CRUZ,CA,1300,0,5,,5
Help the Cannon River Inn,234,"3,620",10000,0.362,0,0,Business," September 15, 2016",9,9/15/16,9/25/16,10,60,9,WELCH,MN,1100,2,3,2,3
Sapphire servers in 2016,235,"2,610",4950,0.527,0,0,Business," October 22, 2015",10,10/22/15,9/25/16,339,59,11,CLERMONT,FL,1100,0,2,,2
Glass city pedal pub,236,"2,095",12000,0.175,0,0,Business," September 7, 2016",9,9/7/16,9/25/16,18,34,17,TOLEDO,OH,1400,0,6,,6
Project ETO,237,"7,095",9000,0.788,0,0,Business," January 7, 2016",1,1/7/16,9/25/16,262,135,8,FORT WORTH,TX,192000,0,3,,3
Giuseppe's Employee Relief Fund,238,"20,685",10000,2.069,1,1,Business," June 25, 2016",6,6/25/16,9/25/16,92,95,3,PISMO BEACH,CA,1700,1,4,1,4
Buying Local Skate Park ,239,535,79,6.772,1,1,Business," August 17, 2016",8,8/17/16,9/25/16,39,14,1,ORLANDO,FL,441000,2,1,2,1
Get Dave back cooking!,240,"11,300",21000,0.538,0,0,Business," May 6, 2016",5,5/6/16,9/25/16,142,135,4,EVANSTON,IL,681000,2,17,2,17
Midwifery practice startup costs,241,"2,496",48000,0.052,0,0,Business," June 9, 2016",6,6/9/16,9/25/16,108,49,3,NEW PALTZ,NY,564000,0,8,,8
Pokemon Go Meetup Venue Fees,242,"2,525",3000,0.842,0,0,Business," July 14, 2016",7,7/14/16,9/25/16,73,148,2,GREENWOOD,IN,845000,3,1,3,1
Drive-In Rescue,243,"8,660",60000,0.144,0,0,Business," January 22, 2015",1,1/22/15,9/25/16,612,170,20,LOCKPORT,NY,3900,6,1,6,1
Back Unturned Kick Off,244,"10,375",10000,1.038,1,0,Business," August 22, 2016",8,8/22/16,9/25/16,34,38,1,SAN ANTONIO,TX,243000,0,4,,4
SAVE RAY'S RAGTIME,245,"5,481",11000,0.498,0,0,Business," February 18, 2016",2,2/18/16,9/25/16,220,99,7,PORTLAND,OR,3100,4,4,4,4
Help Vegan Fast Food Grow!,246,110,50000,0.002,0,0,Business," November 4, 2015",11,11/4/15,9/25/16,326,5,10,WASHINGTON,DC,129000,0,12,,12
Help At-Risk Community Businesses,247,90,10000,0.009,0,0,Business," August 11, 2016",8,8/11/16,9/25/16,45,3,1,KNOXVILLE,TN,104000,0,3,,3
"""The Hollywood Workshop""",248,"1,550",40000,0.039,0,0,Business," September 9, 2016",9,9/9/16,9/25/16,16,14,16,HOLLYWOOD,FL,78000,0,1,,1
Saving Grace Emergency Shelters,249,240,20000,0.012,0,0,Business," September 20, 2016",9,9/20/16,9/25/16,5,3,5,MOORE,OK,21000,0,0,,
Financial help for business ,250,160,2000,0.08,0,0,Business," September 23, 2016",9,9/23/16,9/25/16,2,4,2,INDIANAPOLIS,IN,6000,0,0,,
Help Red Velvet,251,"2,160",10000,0.216,0,0,Business," February 22, 2016",2,2/22/16,9/25/16,216,63,7,PICKERINGTON,OH,623000,0,0,,
YU2SHINE Wellness Center Start-Up,252,"4,499",300000,0.015,0,0,Business," September 6, 2016",9,9/6/16,9/25/16,19,15,19,SPRINGFIELD,VA,70000,0,1,,1
Chop Block Cooking & Catering,253,"2,620",10000,0.262,0,0,Business," July 8, 2016",7,7/8/16,9/25/16,79,35,2,MALIBU,CA,183000,0,3,,3
Sanctuary Brewing Company Fund,254,"11,155",15000,0.744,0,0,Business," February 25, 2015",2,2/25/15,9/25/16,578,126,19,HENDERSONVILLE,NC,632000,1,14,1,14
Vegan Soft Serve for Nashville!,255,"2,144",2500,0.858,0,0,Business," March 25, 2015",3,3/25/15,9/25/16,550,69,18,NASHVILLE,TN,1400,0,5,,5
Saxonburg Soda Shoppe,256,"1,505",5000,0.301,0,0,Business," February 22, 2016",2,2/22/16,9/25/16,216,36,7,SARVER,PA,582000,5,8,5,8
Randy and Mark's 9th Ave. Restaurant,257,"8,841",10000,0.884,0,0,Business," January 30, 2015",1,1/30/15,9/25/16,604,85,20,BROOKLYN,NY,669000,4,5,4,5
DisLangue ,258,"6,202",10000,0.62,0,0,Business," March 1, 2014",3,3/1/14,9/25/16,939,57,31,NEW YORK,NY,723000,1,0,1,
Island Infusions Catering Fund,259,"1,360",1700,0.8,0,0,Business," May 9, 2016",5,5/9/16,9/25/16,139,22,4,BRIDGEPORT,CT,169000,0,1,,1
A New Type of Wine Bar for Avenue C,260,"22,825",20000,1.141,1,1,Business," October 25, 2014",10,10/25/14,9/25/16,701,155,23,NEW YORK,NY,253000,0,1,,1
Restaurant Indigo,261,"2,325",3600,0.646,0,0,Business," August 12, 2016",8,8/12/16,9/25/16,44,19,1,HOUSTON,TX,156000,0,3,,3
Help La Soul Desserts Blossom!,262,345,6770,0.051,0,0,Business," July 29, 2016",7,7/29/16,9/25/16,58,10,1,PHOENIX,AZ,106000,0,5,,5
Lotus World Foods& Sarah Nee,263,"3,060",150000,0.02,0,0,Business," April 28, 2014",4,4/28/14,9/25/16,881,31,29,LA JOLLA,CA,694000,1,15,1,15
Talin's Table,264,530,1000,0.53,0,0,Business," August 21, 2016",8,8/21/16,9/25/16,35,8,1,SIMI VALLEY,CA,26000,0,1,,1
Cancer's Shirt Of Shirts and Book,265,"1,005",1000,1.005,1,0,Business," April 24, 2016",4,4/24/16,9/25/16,154,14,5,LONG BEACH,CA,89000,0,8,,8
Help Open our Tattoo shop in LB,266,110,10000,0.011,0,0,Business," August 25, 2016",8,8/25/16,9/25/16,31,9,1,LONG BEACH,CA,151000,0,3,,3
Help a local mom beat cancer,267,"1,077",1000000,0.001,0,0,Business," April 15, 2015",4,4/15/15,9/25/16,529,36,17,STATEN ISLAND,NY,4000,0,0,,
#1 Bed and Breakfast on Kauai,268,250,400000,0.001,0,0,Business," March 29, 2016",3,3/29/16,9/25/16,180,7,6,KALAHEO,HI,57000,0,6,,6
JJ becomes Yoga Offical,269,275,3500,0.079,0,0,Business," August 6, 2016",8,8/6/16,9/25/16,50,4,1,DALLAS,TX,27000,0,1,,1
Funding for a Future,270,195,2400,0.081,0,0,Business," July 12, 2016",7,7/12/16,9/25/16,75,8,2,LAS VEGAS,NV,56000,1,4,1,4
Outbreak Simulation Panel at AMKE,271,415,400,1.038,1,0,Business," January 30, 2016",1,1/30/16,9/25/16,239,9,7,MINNEAPOLIS,MN,53000,0,8,,8
Body Armor for RNC,272,220,350,0.629,0,0,Business," February 25, 2016",2,2/25/16,9/25/16,213,7,7,CUYAHOGA FALLS,OH,50000,0,4,,4
WOW on the shelves at Whole Foods!!,273,"1,060",950,1.116,1,1,Business," January 25, 2016",1,1/25/16,9/25/16,244,22,8,PHILADELPHIA,PA,50000,0,8,,8
My Food Business: Dream to Reality,274,275,3500,0.079,0,0,Business," August 8, 2016",8,8/8/16,9/25/16,48,4,1,WILMINGTON,NC,32000,0,3,,3
Bad Man Clothing Co. Start up,275,190,2000,0.095,0,0,Business," September 21, 2016",9,9/21/16,9/25/16,4,5,4,GILBERT,AZ,19000,0,0,,
Edrumcenter.com,276,900,5000,0.18,0,0,Business," August 8, 2016",8,8/8/16,9/25/16,48,4,1,KNOXVILLE,TN,18000,0,1,,1
"From a ""Negative to a Positive""",277,90,5000,0.018,0,0,Business," August 13, 2016",8,8/13/16,9/25/16,43,5,1,WILMINGTON,NC,33000,0,0,,
S.S. Apparel by S.I.C.,278,70,1000,0.07,0,0,Business," September 18, 2016",9,9/18/16,9/25/16,7,5,6,WEST PALM BEACH,FL,23000,0,0,,
Cosmetology School Tuition ,279,100,10000,0.01,0,0,Business," July 15, 2016",7,7/15/16,9/25/16,72,1,2,NEW ORLEANS,LA,6000,0,0,,
Helping Farms Go Green,280,60,12000000,0,0,0,Business," September 24, 2016",9,9/24/16,9/25/16,1,2,1,MOSCOW,ID,14000,0,1,,1
Plane Ticket Vitality,281,45,400,0.113,0,0,Business," September 12, 2016",9,9/12/16,9/25/16,13,2,13,YUMA,AZ,55000,0,2,,2
MEKOKEMEKO NEW PRODUCTS,282,40,1000,0.04,0,0,Business," September 20, 2016",9,9/20/16,9/25/16,5,3,5,VALLEJO,CA,2000,0,0,,
It'll Be Fun.,283,25,1000,0.025,0,0,Business," June 27, 2016",6,6/27/16,9/25/16,90,1,3,VERONA,PA,29000,0,0,,
Qadriciana Needs help with LIFE ,284,20,5000000,0,0,0,Business," August 9, 2016",8,8/9/16,9/25/16,47,2,1,POWDER SPRINGS,GA,12000,0,0,,
C.A.F.E Cafe,285,20,43,0.465,0,0,Business," July 7, 2016",7,7/7/16,9/25/16,80,1,2,SOUTHFIELD,MI,7000,0,0,,
(Free) Mobile App Download,286,5,50000,0,0,0,Business," September 23, 2016",9,9/23/16,9/25/16,2,1,1,PALATINE,IL,45000,0,3,,3
Last Mile,287,700,5000,0.14,0,0,Business," May 24, 2016",5,5/24/16,9/25/16,124,11,4,Burlington,ON,174000,0,2,,2
Warriors of the Light Training Camp,288,625,5000,0.125,0,0,Business," August 20, 2016",8,8/20/16,9/25/16,36,5,1,Nepean,ON,50000,0,3,,3
Illumina Accelerator: San Francisco,289,"1,600",1000,1.6,1,1,Business," March 10, 2016",3,3/10/16,9/25/16,199,13,6,Toronto,ON,70000,0,1,,1
Fountain City Creamery Park Grille,290,"14,339",100000,0.143,0,0,Business," February 10, 2016",2,2/10/16,9/25/16,228,170,7,KNOXVILLE,TN,2900,7,1,7,1
Purple Heart Recipients Dream,291,"87,246",300000,0.291,0,0,Business," January 31, 2016",1,1/31/16,9/25/16,238,1886,7,UNIVERSAL CITY,TX,22000,41,10,41,10
HOLEY TOLEDOUGH STOREFRONT,292,"7,510",20000,0.376,0,0,Business," May 1, 2016",5,5/1/16,9/25/16,147,153,4,TOLEDO,OH,2300,2,2,2,2
Cacao Lane Ellicott City,293,"12,065",10000,1.207,1,1,Business," August 1, 2016",8,8/1/16,9/25/16,55,174,1,ELLICOTT CITY,MD,2300,0,0,,
Save H & H  Riverstop (old Babins) ,294,"6,140",10000,0.614,0,0,Business," September 30, 2015",9,9/30/15,9/25/16,361,66,12,Prichard,ID,2300,14,26,14,26
Protecting Phung's Property ,295,"10,188",4000,2.547,1,1,Business," June 28, 2016",6,6/28/16,9/25/16,89,233,2,EUGENE,OR,2300,13,5,13,5
Save The Holiday Drive IN Theater,296,"10,291",85000,0.121,0,0,Business," April 13, 2015",4,4/13/15,9/25/16,531,117,17,PAOLI,IN,2200,6,10,6,10
JACKSONS CATFISH CORNER ,297,"2,230",10000,0.223,0,0,Business," August 1, 2016",8,8/1/16,9/25/16,55,51,1,KENT,WA,2200,2,4,2,4
BigBrother Comics Fire Recovery Fund,298,"15,370",15000,1.025,1,0,Business," July 4, 2016",7,7/4/16,9/25/16,83,262,2,SACRAMENTO,CA,2100,6,12,6,12
Help us Buy our Building!,299,"6,748",50000,0.135,0,0,Events," March 4, 2015",3,3/4/15,9/25/16,571,93,19,SAN FRANCISCO,CA,205000,0,10,,10
Yongo Otieno Wycliffe Africa to US ,300,"2,100",3500,0.6,0,0,Events," January 29, 2015",1,1/29/15,9/25/16,605,51,20,VALLEY,WA,1900,1,6,1,6
"To Russia, with De'VIA Love ",301,"8,375",7000,1.196,1,1,Events," June 2, 2013",6,6/2/13,9/25/16,1211,152,40,LOVELAND,CO,1100,5,0,5,
Miss Louisiana USA 2017 Pageant,302,520,1000,0.52,0,0,Events," March 5, 2016",3,3/5/16,9/25/16,204,17,6,GONZALES,LA,130000,0,2,,2
Mayor Hart-US Conference of Mayors,303,"1,440",1440,1,1,0,Events," June 22, 2016",6,6/22/16,9/25/16,95,49,3,WATERLOO,IA,347000,1,5,1,5
USMMA 2006 - 9/24/2016     PIER A ,304,"3,460",7000,0.494,0,0,Events," May 1, 2016",5,5/1/16,9/25/16,147,29,4,NEW YORK,NY,32000,0,1,,1
Help us attend LGBTQA Prom,305,"3,347",4000,0.837,0,0,Events," April 8, 2015",4,4/8/15,9/25/16,536,61,17,SANTA CLARITA,CA,844000,1,15,1,15
Send Scott Mitchell to the USA,306,"3,064",2500,1.226,1,1,Events," May 22, 2015",5,5/22/15,9/25/16,492,64,16,Cromer,NSW,711000,0,2,,2
Help Send Avigial To Camp HASC,307,"8,131",8000,1.016,1,0,Events," February 22, 2016",2,2/22/16,9/25/16,216,95,7,BROOKLYN,NY,228000,0,6,,6
Alyssa's 30th Birthday Wish,308,"2,939",3000,0.98,0,0,Events," July 5, 2016",7,7/5/16,9/25/16,82,48,2,NORTH READING,MA,165000,0,1,,1
Warner Gibbs Memorial Scholarship,309,"2,850",1500,1.9,1,1,Events," June 27, 2015",6,6/27/15,9/25/16,456,37,15,PORTSMOUTH,VA,194000,1,10,1,10
HOLYOKE HIGH SCHOOL'S HORROR HOUSE,310,275,500,0.55,0,0,Events," September 11, 2016",9,9/11/16,9/25/16,14,8,14,HOLYOKE,MA,187000,0,0,,
Zander's 14th Birthday Fund,311,130,800,0.163,0,0,Events," September 10, 2016",9,9/10/16,9/25/16,15,5,15,PALM BAY,FL,63000,0,1,,1
Flower Beard Music Festival ,312,175,34000,0.005,0,0,Events," September 18, 2016",9,9/18/16,9/25/16,7,4,7,ROCHESTER,NY,68000,0,1,,1
Send us to Chicago this summer!,313,500,2500,0.2,0,0,Events," April 22, 2015",4,4/22/15,9/25/16,522,3,17,WILDERVILLE,OR,4000,0,0,,
USITT Conference Trip ,314,"1,200",1200,1,1,0,Events," January 1, 2015",1,1/1/15,9/25/16,633,5,21,WENTWORTH,NH,221698.9,0,0,,
Enchroma Glasses for Chad Hackett,315,590,490,1.204,1,1,Events," May 17, 2015",5,5/17/15,9/25/16,497,9,16,SANTA BARBARA,CA,221698.9,0,0,,
A USMC hero is retiring,316,720,4000,0.18,0,0,Events," October 28, 2015",10,10/28/15,9/25/16,333,6,11,SNELLVILLE,GA,221698.9,0,0,,
Pat Finch Retirement Celebration,317,"2,385",2385,1,1,0,Events," January 30, 2016",1,1/30/16,9/25/16,239,30,7,FORT WORTH,TX,72000,0,4,,4
Royal Forest Lake Fireworks 2016,318,505,6000,0.084,0,0,Events," July 5, 2015",7,7/5/15,9/25/16,448,8,14,UTICA,MI,56000,2,4,2,4
